run,index,x0,h,x1,center_in_f,center_in_y,initial_error_upper,residual_bound_rho_upper,jacobian_bound_L_upper,propagated_error_beta_upper,trial_radius,D_tube_lower,f_tube_lower,f_tube_upper,y_tube_lower,y_tube_upper,state_out_f_lower,state_out_f_upper,state_out_y_lower,state_out_y_upper,polynomial_sha256
A_minus,0,1/100,1/400,1/80,661564497010868480012083759026460713280378635168801658898296953149471781677285521846483272474899467969397440747707619937/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,763594519735225302183125617962416339074597104119481870587743899331820775882305214926295475651576570724173947126005919521/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,69259337236409909258012763972955835734507498648446249440587089454198367930729959101889557585528564991533177229813478412311499545369303457755736868466519418240801386342655493000318672427/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1354353684883175402815239401728347958532079902002946925971832216561316887579956825746906579141025411940089720166899147453168086766030899250472358511123564817922965282628807126177937031/6250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1144408168071185/2199023255552,25439786201642519487737279610091506360563058616954017851637584985963532454277204178037014444398576357489623132898209305947556126111090613735576146307008823354718798399670105571178719117/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,4831860411374966516972099637483577218134871450304584475254346246138422661874383136460693782878384175639029919769353736507773976495232648513500181832317782710665898056304063551298765823/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65965718237648355214636809419006449039233161312084962960502751939733210741577444805830514907159652423285975940674398812950051826631851045204514796693450413943822598145207323997784062431/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,66156450064000928768234128320840198845127514096260796915289084147492839926731031691890796082919522015123201569355246642224523572463843580757022383898979700180927171554326387348498627041/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76217153239241922765226210394499551871780064130673659280043673698096047890106948703896450874476753308859007143580516863043399736869030223316703359193358472820747684645426477741220288421/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,15271890928554500281488699966599549746642140222414624346327557281418129977375479140419494638276891936279058431969604232914993401319285924559211197502490933881202850659196703497433957563/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32982864698136807157250866195729698027359631191452246573172643209407186768344867978900726762264148852523391228381322262757045562434162064592924257565488139088675771279968457832165031013/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3298286469813680715725086619572969802735963144585010964823130566069002169662652533424778907071747488425101471869914073080352624172942333878947749239516578883060020143438708969669710551/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76217237300985407921921203501498260224860137231873344089091597035978979306686082272620207015928989184953589704119604685309746109267063427312509144819973506735360190609907392592573454437/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76217237300985407921921203501498260224860137740669070239208921938544649163249396983314331632835641248408836684755241621402707467857585975705615614479328806219209050918744656321637603431/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,70f56f7f5c0c40718ebcf7e2aeffb8862a7fc994664ccd12e8f8a207c2ecf5f9
A_minus,1,1/80,1/320,1/64,131931458792547228629003464782918792109438525274604712442807897740194416929942786626297031665963247473548811894160925987/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,762172373009854079219212035014982602248601374862712071641502594872618142349677396279672693243823152166812131944374231533/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25439786283470666763166013049892359841271499081187805006072423345444619340011696244651151991625759173844452449410584640019049966584640307866741616806552641220792200826017661223516082491/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1199817983212671414857509036479915845739752469678750601518115915477647897309216545592082091668657331903455490460369475161652250068494236534312938559740230060352295192530889670955422489/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1833287234641993/4398046511104,9359185707844067345090588678576150059169575127056822459675094872170524447501056538654734870445629915476135613251294039143634624810471095543804701183111565117753104273612604427002176283/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,24367277015599224558108342378246122519173251202302104390631823385726793250915885605839962980253415528455929685290997512432084620708491680929632687960418052479056368155955878451719468597/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65727806501290289895338262879296531853290854278714887967865713595003949919301451217996049916093005344427221945115577057807063921835163312177531049044034552882640906902476769428506077701/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65965729946930330423108966939549306017787841093313981535202899573813616854599684130859025854117359108587191833342494599213347273929053016612714981897537416074375234329734801966771923463/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76043025629328021673474194001714095830844050916325089472182949152510544772277565970217596682326403717294214682603670423352227002234692423920235682065172393623226032855604690587793897223/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76217241322342550425533684415734676313324994622936737503094905784080931286670009437692874798709285633896669458935525931594173745620105021585770277150931739972999913417253242473448617737/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8215977947957181875337358956380719582263246185492568495979360713280839648871137390238074283076329359646617435318484160585560260468781971344488185750148110957665121450372844116949117329/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32863911791828727501349435825522878329052985677888849123905258947032944031819427781938202222691885701823165194951248819151293380299317660046641118144926671650844950585427280464361727557/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76043152134936720297380524156643875672602801924808830495009990628527553054088114707234256365360945910243836370733146423950090381637245432551432760279446183006657070634623462873773450891/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76043152134936720297380524156643875672602803796645980774985622816346723926757871149206066546134082436717227278087770777568195058485624981888809510568114638647026000202495270866903967373/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6dc76f2e82dbc063a70f18cb1131089659a395ab60150f9a275fed72c86b087b
A_minus,2,1/64,1/256,5/256,328639117918287275013494358255228783290529852099295615539113509000781513136519886714452496774986015702048174681125927307/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,760431521349367202973805241566438756726028028607274056349978067224371384904229929282201614557475141734805318244104586007/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9359185742162737620401916131065951712699156986069873360342559840738225015228484353849829679233789185805627350020707901199886027609778614441686836017729905997803790815603851653748088931/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18591701750333779649215755163488627215747292389683445346137219374393721952558995820136306832597194290380266147109679441687837351134987892491896489660344454792965716018208440119899138503/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1467904636696585/4398046511104,34471573675964215403869124846374447041471902617048755902197286172302434311039717350877548822686499479842542986057755080528849092494787697984137009501011248413947373625346524837172887791/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,49252150177797816444811004909327392157914651210356327793410820429285537374889688244908823658497999627246146400617577719600594912530347743577788668451514252899057561157817886303319462041/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,13086234036901194123054555455859162882280821141020807968648905999275776524955635313766724812953209411479289723077963759572908330264918845107486830204491093718302404105838890340435906637/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65727824418150575223642287951462466925679269658792160074771068528948656362553350389339110613286530754426528773833880234705480490857784686010344812933887372020786712106053597695450648963/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75830867152085786346584580400031164220558838314451202130353361253221303790360051853355648001504416559084902010849372234770268737091610683210070016136295899934629273751906050081610988133/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,76043158149477453929342886416942376475753048080253896524486919673024469201732831780201774661961577246617557079627063625888490417659771597258525190951527207358734965806420137759221938791/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32715598109356982132790957206048161305882549800990445637294323854884423990032478996038042341363287088305177655052474046172336546317910184813506891422072476763751187722132909913486775401/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,16357799054678491066395478603024080652941276624073916813419851129107139090415256410677607230837009282847956037763247021520005726724274874024191266999920559397287710671654451941964311093/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37915527978808449843787855020242134329335762010546894456102100411515534426557156535058567786371986450874673392211003792083113389866597260653915423803420299367509377710089047672774001149/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18957763989404224921893927510121067164667882728852141222823739407422694308677595180187869953341358964132703906342511894475394148498618411944395533190594470699166805665632520821607923967/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ab01facca8367bc85a8e5edbdc0e6e6c06070dab2f9c81c0d8bdc43b497f36c6
A_minus,3,5/256,5/1024,25/1024,163577990546784910663954786030240806529412757622845698160335065282746755427157479543483142007593264135002724326447420223/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75831055957616899687575710040484268658671527468251176901749579226360923043912346895434307693054704379140081204896027581/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,17235786915944776044338220563873567213229067329591541754959802435949594441504582230014701981785897389994207004872259911360563097175919391223698090976973107271583416054426898478765008201/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,613950692756837469123345006163639629875708362444930788173170468351235209710848733307504051297888402830741578703157317472945249725514908116003205262477183794124765937842880944713103947/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1174522497710097/4398046511104,1272119684781541179214979168407276835585562581165385475667596210943645654262777147087087643891328084489056222848231338458798870280457321688708862892468879863074487439213009413210746839/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,49895387499122136790593053943957715716792982653617416045358946346755515717508545612548045835268995698315622566731349144046830226233717069960747778545099166764858283648550755582090341119/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65061518845551984658390580185774230687031656882907604251110075204661981709736014129400833646476827535207846146422861586982865779265650930413259087897435968857494682758863930983084428013/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65431197480647666378521895055835957568141452521681185013463247859652784126940164876940294183559102072135781283132108887926300681101874663109453659057985445215965378659342329888631393007/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37786911425125343176293825272454583641584335478346608183708316860628984664818586462582215210453022592173770777328233866565643295371199799185448157455932282051951466157642555468502881673/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18957766217971304770798014285705672988443066315979323662800369786235162343080845867291081872105864329823235963472963249832789097713125546857231711952061870071377180300236570098824293061/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65061558310411444759773413811722466756058006871408721625494441081096478903013764330291154530559507862078799435398867859067992576513427092362295778644810124534908348290509460071678516111/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,65061558310411444759773413811722466756058032313802530403812857962509884496572283663037382089874864950485005349173716792042354836924927987714639770714138970110930995580466171867858508689/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37787050932801413229548720091002370691234382829271419832037366956870184021755014933533785070386805147520813998708039548094472335578163300905514324798343803283116203575041206455839968617/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18893525466400706614774360045501185345617197775234162110598287698788443409267137299953449425022241845861958477797732007290826732891956874290843160416504113035563763610009781176964982453/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,36a0f03838109c96c4658a00d58641b2276371bfba95f1542c7bdd86ea010dd0
A_minus,4,25/1024,25/4096,125/4096,130123116620822889519546827623444933512116039185211252029307299043606363399586047993328536620434372812563804784572584651/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,377870509328014132295487200910023706912343891898698720266169711772235354201446447667203419602156444196223654771517517813/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12721196899656136919946182570336815364893883880448042689207317298338264462372992326119345170863198705696336522262279469192265580233573405568780536123528195888555740135495542563963002073/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8398514594935084410626330030738468733172136155993678377027486809630805833994551736065525941237118708912249342365138014594306363344691885396721769220075370520233589770389229374180686451/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1877283974545417/8796093022208,27172018710847356673594956315816498505042182910567333903680734420704961066598876908057860550091377214749701026418072109575386240015203949188815356264389972095358412634655553328740772041/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,50693405135470154320242047406868226489092428711369985087217248396427836741437061892017384883581139093718051505106700217521782410246882973999414589177229409991339513571328516472430889473/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32300590687917608731758713791873691825914038874337047198640679418169939654580048198657586504540880075101318483559119986374721170571040738455830303605045838798580476031562717526923810747/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8132695026120918309139052479119776498047302857648951349676849361948422502715570776709547658398639184351793075728153965080844706324941679937869003747813070284474314031889364269686490607/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4704029335256530578742181142218018406413591803064314860877938615034192053539115800952745690754843920119185939744029068813033826554096590975288563815748014106701985062457711215746294569/6250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7557411493575480972233039535007865021806892124067262283577741874788882002508548415502430869811859673430645395905807197523642139035766644099965673836469445764231394590681488750890675061/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32300620408646414420180700843391107929328364160593127763333169811685201980479995898962476514108477991014222749880806209830920409683409075203894451831195420487654781336933917999059419903/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,25234859694255011265766172533899303069787826956742833912945732990565434346287505433241751815732986193801150741906010740208907811060479880765581157341382074247482117648030221931100967/39062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75264876926086524365709985798903794136534638703420951564773186467706323853653832114422219779509409931902247978399825674760674015360155103667385559117906144884818141938329949722941792019/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75264876926086524365709985798903794136534747391496350855247923300183431819189854225596151399568898606004748377917600750033637192308165448019484418249453413983062800443419481868441427733/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,b1c20789428104a8bbbbfcd7cc186fbb8b7d9a82a040fe731772820aaf451dee
A_minus,5,125/4096,125/16384,625/16384,161503102043232072100903504216955539646641956663059887929759270099022394859320007133779797095616750797699239248801249893/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,752648769260865243657099857989037941365346930474586512100105548839448778364218431700091855895391542689534981781587132123/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,13586009411705058433445624870709979489929300325539934747527414561553208112554265371791842725996409643212159638784522064690391698696175972268303451295538090275711182947986931245863486893/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1845713771734467274582003865828752703701712735357095619188609173210827599260584754564412492570890534416027774906220271224334301130986999046076338122040559572397640118186449029934004007/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1497396332380169/8796093022208,22634452673094732381424590805745102598616190408523519677677700759148597530885936527675870484762375671743367273340653007460016652729317752596177161958751935410866183765996491868423023423/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,6460159427889307872199623868089621548243847914518903385898255448618862978555296994332501899471376994866253542094550840887188901940495790808473647946212724430361713472246872765395542159/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12805669344820317227462665676738121381573242329729965152780742992512206616477740567946265748285546286943418554467154176195917063993366267756043687294784353019894098133112477573926224811/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,64601243658394907078712961284754735273062811777407301669769162899557684040226971483579845206074288407996122926271831721731877727905290933020688294307965385220609098188885709480286622297/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14979014089444936112188486245357128804218800692170685618840075688903327314584643621295736930787789052507188202270359492371710827045532529424095622046818693232268745550286479003442090211/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,75264895844223309997734585054075303624532010906007463930039966665899915617854391468323614182048547124106884255485706217962814778734275896893932656777050641501589974679703678606445532273/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8003554447485955092866628673636386559040322633912379620186184900687455085976869477125679917164705347581088952385563921256608449336620639841092636454696344533581483984949811405729598559/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,32014217789943820371466514694545546236163553980925664398159111361165136919352240650045428624248893785956193322751279306952966617955574431546178682182207406657882637846912805763777966461/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37447828896377947340197829207400096729217249337202366369475278737048437257100507628121943700296271408538646939539818132930850695386961212176878479980083753026361017812838759929100049333/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18723914448188973670098914603700048364609756391239256143444825247731876916272635184832326327943171902085242226374420877428691757998026542179343308171752890774958859859976160034979810779/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4f02e0004aefbe4dcbba47f586314d8aa86c26b006e9469e0911551d3d9dbb81
A_minus,6,625/16384,625/65536,3125/65536,640284355798876407429330293890910924723248445165751828789038509639149572632597185585481482929077151762805491322935349919/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,748956577927558946803956584148001934584367621196808786563649292325121910896457779977865963561826152127091313922886598877/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5658613186779173201011526817732905538072441610843044759924433844548411499719965342043639308076970064045883552998550361252992094082851608306071910647704159920390746273326116091656555127/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12618110167857389461816892103087829897946440129553507210241498008941897027565643190374190810972236534000428884504833482539261447303311115523598211321418074685117427917381554482868936229/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1190983680332289/8796093022208,44594113042562158597570615157441095774915466012784447986338372654089520991131449622844663682093906147957489768290665050244480231056731849186979041527760791641502534451414909792046614013/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1e-10,3306295570762591120345888261586224163379789447467962909428920412775021984504406700071838504662082952158122149516131890290375659850865437826864311148294302074084940562492021933631148351/625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12663229421339727369040763235100834247219709027218615239069511191000125862285683176859642494822803350353130702731215849180086122829402515134300788370230836528709592497336556694006749461/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,64028439794599510323099369028424431596554890021404206061051214192505750104791718734645641020072792561226278640935847979278524625008880281962774168773686554553921795968373603301754060139/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3722898557923874487720777967397662250196099886486092616605342640509298082476204845386209571739946486750129011742901987124283686975493193312239914535219184450652511103498692095952857909/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7489568477410229150123262249250326480713712734536233996871888920216092512114542800428801245065274654975749069704702874135109803462714729764144297480870925229965122379399626081433953079/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,31658139381893004023769512265241982465617028761222514614979704618077650402508926146005279157013231545182618282896419828949067896680939979460960039379520989880200152841614519220652011739/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7914534845473251005942378066310495616515742473452839565822704636850751801577176792110425843864505773949953901038626125227015975318017173322774618316102587130118918064629794762337565751/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,18614701150956601874480692758326183961235387004218211580447616935911253624123718423665490621289743043600446350004552545089840414192565193168939881641144632130865684922548922959647335603/25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37229402301913203748961385516652367922916715141025266809206347801147864052047217869767405461024277637818090021267189762138676832976259100168018197167178622902006889262002505747992922471/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ed245802af489a05db6ae316524b8c7bd90fa41b77279af1c81191124a4a3bf5
